gene_id	gene_name	length	Caco2_polyA-S2-24h-A	Caco2_polyA-S2-24h-B	RPKM_1	RPKM_2	Expr
ENSG00000261002.5	AC036103.1	988	0	0	0	0	0
ENSG00000261003.1	AL008628.1	5187	0	0	0	0	0
ENSG00000261007.2	AC074051.4	892	2	3	0.226524301	0.439530162	0.333027231
ENSG00000261008.6	LINC01572	4752	38	30	0.807898539	0.82504399	0.816471265
ENSG00000261011.1	AL136982.4	1740	5	3.9	0.290315627	0.292919066	0.291617347
ENSG00000261012.2	AC115619.1	1605	0	0	0	0	0
ENSG00000261017.1	AC096996.1	325	0	0	0	0	0
ENSG00000261019.1	AC010132.4	1368	0	3	0	0.286594228	0.143297114
ENSG00000261020.1	AC132825.3	4710	0	0	0	0	0
ENSG00000261024.7	AL078644.1	1205	0	0	0	0	0
ENSG00000261026.1	AC105046.1	4997	0	0	0	0	0
ENSG00000261029.1	AC138304.1	424	0	0	0	0	0
ENSG00000261030.1	AC079171.1	914	0	0	0	0	0
ENSG00000261033.1	AC005730.2	1184	0	0	0	0	0
ENSG00000261039.2	LINC02544	544	0	0	0	0	0
ENSG00000261040.7	WFDC21P	1099	0	0	0	0	0
ENSG00000261041.1	AC138749.3	622	0	0	0	0	0
ENSG00000261043.5	AC019294.3	2905	0	0	0	0	0
ENSG00000261045.2	LINC02129	692	2	0	0.291993752	0	0.145996876
ENSG00000261051.1	AC107021.2	2095	0	1	0	0.062380414	0.031190207
ENSG00000261052.5	SULT1A3	2561	0	0	0	0	0
ENSG00000261053.1	NAMPTP3	224	0	0	0	0	0
ENSG00000261054.1	AC036108.2	2562	8	7	0.315471783	0.357068219	0.336270001
ENSG00000261055.1	AL450468.2	1889	0	0	0	0	0
ENSG00000261056.2	AC079416.1	1569	3	5	0.193173687	0.4164658	0.304819744
ENSG00000261058.1	AC099508.2	510	0	2	0	0.512497914	0.256248957
ENSG00000261060.1	AL160286.2	934	0	0	0	0	0
ENSG00000261061.1	AC092718.4	716	117	107	16.50906577	19.53003573	18.01955075
ENSG00000261063.1	AC009139.2	566	1	1	0.178497948	0.230895703	0.204696825
ENSG00000261064.1	LINC02256	909	0	0	0	0	0
ENSG00000261065.1	AL592146.1	444	0	0	0	0	0
ENSG00000261067.7	AC109460.3	5296	231.5	184	4.416240102	4.540483784	4.478361943
ENSG00000261068.2	AL512274.1	2027	0	6	0	0.386838583	0.193419292
ENSG00000261069.3	AC124312.3	1236	10.33	8.5	0.8443675	0.89873724	0.87155237
ENSG00000261071.1	AL441883.1	1045	11	10	1.063471983	1.250592996	1.157032489
ENSG00000261072.2	AC084783.1	910	1	0	0.1110218	0	0.0555109
ENSG00000261076.1	AC016396.2	1417	0	0	0	0	0
ENSG00000261079.1	AC009053.2	2365	0	0	0	0	0
ENSG00000261080.1	RUNX2-AS1	1513	0	0	0	0	0
ENSG00000261083.2	LINC02516	1869	0	0	0	0	0
ENSG00000261084.1	PPP1R1AP2	397	0	0	0	0	0
ENSG00000261087.1	AP003469.4	2825	13	11	0.46491607	0.50886961	0.48689284
ENSG00000261092.1	LINC02178	425	0	0	0	0	0
ENSG00000261093.1	AC141586.3	1838	1	1	0.054967268	0.071102812	0.06303504
ENSG00000261094.2	AC007066.2	2674	27	17	1.020121779	0.830844599	0.925483189
ENSG00000261096.1	AC073476.3	2507	3	0	0.120897294	0	0.060448647
ENSG00000261097.1	LINC00563	1400	0	0	0	0	0
ENSG00000261098.1	AP000766.1	4140	25	21	0.610083565	0.66290491	0.636494238
ENSG00000261101.2	AC234775.3	656	3	2	0.4620267	0.398435878	0.430231289
ENSG00000261102.2	ATP5MFP6	266	1	0	0.379811422	0	0.189905711
ENSG00000261103.1	AC009063.3	566	0	0	0	0	0
ENSG00000261104.1	AC093904.4	3273	0	0	0	0	0
ENSG00000261105.5	LMO7-AS1	593	0	1	0	0.220382745	0.110191373
ENSG00000261113.1	AC009034.1	714	0	0	0	0	0
ENSG00000261114.1	AC012181.1	699	1.5	3.5	0.216802228	0.654369654	0.435585941
ENSG00000261115.6	TMEM178B	10824	1	0	0.009333873	0	0.004666936
ENSG00000261116.1	AL049555.1	1933	39	24	2.038367148	1.622600742	1.830483945
ENSG00000261118.1	AC092123.1	1045	1	1	0.096679271	0.1250593	0.110869285
ENSG00000261120.1	AL133299.1	507	3	1	0.597809694	0.257765223	0.427787459
ENSG00000261121.1	LINC02473	2195	0	0	0	0	0
ENSG00000261122.6	LINC02167	1989	0	0	0	0	0
ENSG00000261123.1	AC009065.5	596	1	1	0.169513152	0.219273436	0.194393294
ENSG00000261124.1	AC135050.4	504	0	0	0	0	0
ENSG00000261126.7	RBFADN	6623	0	0.5	0	0.009866146	0.004933073
ENSG00000261127.2	AC133548.2	2605	0	0	0	0	0
ENSG00000261130.5	AC140504.1	1052	7	3.5	0.672251776	0.434795046	0.553523411
ENSG00000261131.1	AC012186.2	321	1	1	0.314734699	0.407124511	0.360929605
ENSG00000261135.1	AL137802.2	1110	0.5	0	0.045508936	0	0.022754468
ENSG00000261136.1	AC023908.3	3047	19	16	0.629985864	0.686245976	0.65811592
ENSG00000261141.1	AC092718.5	593	0	0	0	0	0
ENSG00000261143.1	ADAMTS7P3	3758	0	0	0	0	0
ENSG00000261147.1	AC091167.2	3838	630.33	489.17	16.59253205	16.65662954	16.62458079
ENSG00000261150.2	EPPK1	16002	125	122	0.789196963	0.996363586	0.892780274
ENSG00000261151.1	AC012182.1	895	0	1	0	0.146018959	0.073009479
ENSG00000261156.6	LINC01989	1284	0	1	0	0.101781128	0.050890564
ENSG00000261158.1	AC109597.2	927	0	0	0	0	0
ENSG00000261159.1	AC112484.3	811	2	2	0.2491488	0.322285988	0.285717394
ENSG00000261161.1	AC009154.1	508	0	0	0	0	0
ENSG00000261167.1	AC107027.3	3473	26	12	0.756342009	0.451553014	0.603947511
ENSG00000261168.1	AL592424.1	1536	1	0	0.065774634	0	0.032887317
ENSG00000261173.1	AC018845.3	516	2	1	0.391588521	0.253269318	0.322428919
ENSG00000261174.2	HMGB1P33	527	0	0	0	0	0
ENSG00000261175.6	LINC02188	5840	1	0	0.01729963	0	0.008649815
ENSG00000261177.1	AC135012.1	7430	0	0	0	0	0
ENSG00000261178.2	AC009169.1	1377	0	0	0	0	0
ENSG00000261183.5	SPINT1-AS1	1239	83	68	6.767939132	7.172488965	6.970214048
ENSG00000261186.2	LINC01238	1107	0	3	0	0.354165225	0.177082613
ENSG00000261187.1	AC079322.1	1135	6	3	0.534078441	0.345428109	0.439753275
ENSG00000261188.1	Z95115.1	2032	46	41	2.287092798	2.636892564	2.461992681
ENSG00000261189.1	AL031058.1	888	14	11	1.592812767	1.6188701	1.605841433
ENSG00000261192.1	RNF126P1	1320	0	2	0	0.198010558	0.099005279
ENSG00000261194.1	LINC01898	1903	0	0	0	0	0
ENSG00000261199.1	UBE2FP2	462	0	0	0	0	0
ENSG00000261202.1	Z83847.1	1463	2	1	0.138113245	0.089328071	0.113720658
ENSG00000261204.1	AC004449.1	433	0	0	0	0	0
ENSG00000261205.2	NIFKP4	1192	1	1	0.084756576	0.109636718	0.097196647
ENSG00000261206.1	LINC00561	2738	0	0	0	0	0
ENSG00000261207.1	AL031717.1	565	0	0	0	0	0
ENSG00000261208.1	AL365475.1	1949	0	0	0	0	0
ENSG00000261209.1	SULT1C2P2	294	1	1	0.343638906	0.444513497	0.394076201
ENSG00000261210.7	CLEC19A	3403	0	0	0	0	0
ENSG00000261211.1	AL031123.2	3325	0	1	0	0.039304351	0.019652176
ENSG00000261215.1	AL162231.4	3264	0	0	0	0	0
ENSG00000261216.1	AC007216.2	384	1	0	0.263098537	0	0.131549269
ENSG00000261217.2	BCAP31P1	385	0	0	0	0	0
ENSG00000261218.5	AC099524.1	1934	0	0	0	0	0
ENSG00000261219.1	AC090651.1	634	1	0	0.159353057	0	0.079676529
ENSG00000261220.2	AC103706.1	679	3	1	0.446376311	0.192469761	0.319423036
ENSG00000261221.3	ZNF865	4005	268	176	6.760548485	5.743047785	6.251798135
ENSG00000261226.1	AC092384.3	2873	1	0	0.035165276	0	0.017582638
ENSG00000261227.2	AC140912.1	1141	5	7	0.442724971	0.80176054	0.622242756
ENSG00000261229.6	AC021483.2	758	2	2	0.266569494	0.344820496	0.305694995
ENSG00000261231.6	LINC02133	3019	0	0	0	0	0
ENSG00000261232.2	AC090751.1	267	0	0	0	0	0
ENSG00000261235.1	AC092142.1	1030	1	1	0.098087222	0.126880552	0.112483887
ENSG00000261236.8	BOP1	3841	2141	1539.5	56.31473156	52.38026226	54.34749691
ENSG00000261239.6	ANKRD26P1	6411	1	1	0.015758827	0.020384802	0.018071815
ENSG00000261240.1	AC009065.6	456	0	0	0	0	0
ENSG00000261241.6	LINC02128	3991	0	0	0	0	0
ENSG00000261242.1	AL136038.3	1096	4	1	0.368722038	0.119239934	0.243980986
ENSG00000261243.1	AC022165.1	596	0	0	0	0	0
ENSG00000261247.1	GOLGA8T	2062	0	0	0	0	0
ENSG00000261248.1	AC009120.4	475	0	0	0	0	0
ENSG00000261249.1	LINC01751	1770	0	1	0	0.073834445	0.036917223
ENSG00000261250.1	AL160286.3	3294	0	0	0	0	0
ENSG00000261251.1	Z97055.2	1981	0	0	0	0	0
ENSG00000261253.2	AC137932.2	1360	0	0	0	0	0
ENSG00000261261.2	AC026462.4	1430	0	0	0	0	0
ENSG00000261265.1	AC025271.2	800	0	0	0	0	0
ENSG00000261266.2	AC008870.3	641	0	0	0	0	0
ENSG00000261268.1	AC112236.1	1098	0	0	0	0	0
ENSG00000261270.1	AC012181.2	601	4	1.5	0.67241157	0.326173797	0.499292683
ENSG00000261272.1	MUC22	6019	7	2	0.117496074	0.043424811	0.080460442
ENSG00000261273.1	AC138512.1	434	0	0	0	0	0
ENSG00000261274.1	TP53TG3GP	334	0	0	0	0	0
ENSG00000261278.1	AC009094.1	426	18	11	4.26886641	3.374546124	3.821706267
ENSG00000261279.5	ULK4P1	1687	0	0	0	0	0
ENSG00000261281.1	AC009712.1	316	0	0	0	0	0
ENSG00000261284.2	RBM22P13	1244	0	0	0	0	0
ENSG00000261286.1	ATP2C2-AS1	2998	8	10	0.269592631	0.435913836	0.352753233
ENSG00000261291.1	AC007906.1	510	0	0	0	0	0
ENSG00000261292.2	AC110491.1	2010	0	0	0	0	0
ENSG00000261296.1	AC126323.6	3624	0	2	0	0.072123051	0.036061525
ENSG00000261298.1	AC122134.1	1677	2	1	0.120488776	0.077929021	0.099208898
ENSG00000261302.5	AC106779.1	1201	0	2	0	0.217630255	0.108815127
ENSG00000261303.6	AC022748.2	2668	0	0	0	0	0
ENSG00000261304.1	LINC02252	487	0	0	0	0	0
ENSG00000261305.2	AC005586.2	1693	47	21.5	2.804726759	1.659639583	2.232183171
ENSG00000261307.1	AC102797.1	545	0	0	0	0	0
ENSG00000261308.2	FIGNL2	4973	31	28	0.629785841	0.735820452	0.682803146
ENSG00000261312.1	AC002550.1	1379	1.5	0	0.109894676	0	0.054947338
ENSG00000261313.1	AC105430.1	677	0	0	0	0	0
ENSG00000261315.2	LARP4P	2177	10	6	0.464078265	0.36018457	0.412131418
ENSG00000261318.1	AC055855.2	578	0	1	0	0.226102021	0.11305101
ENSG00000261319.1	LINC02152	1281	0	0	0	0	0
ENSG00000261320.1	AC009061.1	475	0	0	0	0	0
ENSG00000261324.2	AC010168.2	5428	58	47	1.079537698	1.131593128	1.105565413
ENSG00000261326.3	LINC01355	5445	18	14	0.333982937	0.336017916	0.335000426
ENSG00000261327.4	AC134312.5	1507	0	0	0	0	0
ENSG00000261329.5	AC016597.1	1456	0	3	0	0.269272599	0.1346363
ENSG00000261330.1	PPIAP50	494	1	0	0.204513843	0	0.102256921
ENSG00000261332.1	AC116348.2	577	0	0	0	0	0
ENSG00000261333.2	CD24P2	219	0	0	0	0	0
ENSG00000261334.1	AL353803.4	1934	2	1	0.104477599	0.067573406	0.086025503
ENSG00000261335.1	AC005837.1	1717	11	10	0.647249984	0.761135516	0.70419275
ENSG00000261336.1	EIF4BP5	1795	0	0	0	0	0
ENSG00000261338.2	AC021016.2	2048	2	1	0.098661952	0.063811996	0.081236974
ENSG00000261341.6	AC010325.1	832	1	2	0.121430094	0.314151366	0.21779073
ENSG00000261342.1	AC006538.1	1585	6	6	0.382447338	0.494714075	0.438580706
ENSG00000261346.1	AC116348.3	699	0	0	0	0	0
ENSG00000261348.1	LINC02136	530	0	0	0	0	0
ENSG00000261349.1	AL031432.2	459	0	0	0	0	0
ENSG00000261351.2	AC116913.1	2168	13	9.5	0.605806226	0.572659685	0.589232956
ENSG00000261356.2	AC092368.2	600	0	0	0	0	0
ENSG00000261357.1	AC099518.2	704	0	0	0	0	0
ENSG00000261359.2	PYCARD-AS1	1095	2	0	0.184529385	0	0.092264693
ENSG00000261360.1	AC010491.1	2797	8	4	0.288966288	0.186895914	0.237931101
ENSG00000261362.1	AC136619.2	631	0	0	0	0	0
ENSG00000261366.1	MANEA-DT	2268	3	2	0.133637352	0.11524424	0.124440796
ENSG00000261367.1	AC012645.2	553	0	0	0	0	0
ENSG00000261368.1	AL731537.2	951	1	0	0.106235372	0	0.053117686
ENSG00000261371.6	PECAM1	7741	12	6	0.156615174	0.10129464	0.128954907
ENSG00000261373.1	VPS9D1-AS1	1753	219	156	12.62152573	11.6298728	12.12569926
ENSG00000261375.1	AC135983.4	1262	0	0	0	0	0
ENSG00000261377.5	PDCD6IPP2	5244	13.5	16	0.260088257	0.398739796	0.329414026
ENSG00000261379.1	AC010735.1	1026	1	0	0.098469628	0	0.049234814
ENSG00000261385.1	AC009088.3	357	0	0	0	0	0
ENSG00000261386.2	AC027682.4	1184	0	0	0	0	0
ENSG00000261390.5	MAFTRR	3218	4	5	0.125580905	0.203056196	0.164318551
ENSG00000261392.1	AC087190.2	753	0	1	0	0.17355507	0.086777535
ENSG00000261393.1	AC007493.2	478	0	1	0	0.273403699	0.136701849
ENSG00000261395.3	HSPE1P5	272	3	2	1.114299688	0.960933589	1.037616638
ENSG00000261396.1	AC027682.5	530	1	0	0.190622337	0	0.095311168
ENSG00000261398.1	AC023824.4	1766	0	0	0	0	0
ENSG00000261399.1	AL031710.1	468	0	0	0	0	0
ENSG00000261400.1	AC011525.1	5676	0	0	0	0	0
ENSG00000261402.1	AL591222.1	3844	0	0	0	0	0
ENSG00000261404.7	AC138627.1	7473	2	2	0.027038629	0.034975771	0.0310072
ENSG00000261405.2	AC136944.3	893	0	1	0	0.146345989	0.073172994
ENSG00000261407.1	AC013565.3	644	0	1	0	0.202930075	0.101465037
ENSG00000261408.7	TEN1-CDK3	3898	98.5	68.33	2.552960256	2.290877508	2.421918882
ENSG00000261409.1	AL035425.3	4996	0	0	0	0	0
ENSG00000261411.1	AL161938.1	2180	0	0	0	0	0
ENSG00000261416.1	AC012645.3	811	0	0	0	0	0
ENSG00000261418.1	AC100756.2	736	0	0	0	0	0
ENSG00000261419.1	AC145285.4	361	0	0	0	0	0
ENSG00000261420.1	AL022069.1	1636	4	2	0.24701672	0.15976402	0.20339037
ENSG00000261423.1	TMEM202-AS1	2713	20	9	0.74478318	0.433535832	0.589159506
ENSG00000261424.1	ATP5PBP7	760	1	0	0.132933998	0	0.066466999
ENSG00000261426.1	AC144833.1	4089	0	0	0	0	0
ENSG00000261427.6	AC099518.3	908	8	6	0.890130734	0.863570274	0.876850504
ENSG00000261429.2	DPPA2P4	878	0	0	0	0	0
ENSG00000261430.1	AL031600.2	307	0	0	0	0	0
ENSG00000261431.1	AL023803.1	187	2	0	1.080533031	0	0.540266515
ENSG00000261433.1	AC002347.1	541	1	0	0.186746466	0	0.093373233
ENSG00000261434.1	AC021087.4	564	0	0	0	0	0
ENSG00000261435.1	AL592164.1	1976	0	0	0	0	0
ENSG00000261437.1	AC108860.2	2183	19	8	0.879325208	0.478926131	0.67912567
ENSG00000261438.1	AL157394.1	1224	0	0	0	0	0
ENSG00000261441.1	AC124068.2	1109	1	3	0.091099944	0.353526514	0.222313229
ENSG00000261442.1	AC023830.1	1543	0	0	0	0	0
ENSG00000261444.1	AC106782.4	210	0	0	0	0	0
ENSG00000261445.1	AC018558.3	572	0	0	0	0	0
ENSG00000261446.3	LINC00559	4067	0	0	0	0	0
ENSG00000261447.1	AL162412.1	965	0	0	0	0	0
ENSG00000261448.1	AC109446.3	641	0	0	0	0	0
ENSG00000261449.1	AC103724.3	992	0	0	0	0	0
ENSG00000261451.1	AC104964.3	4641	0	0	0	0	0
ENSG00000261453.1	LINC01735	279	0	0	0	0	0
ENSG00000261455.1	LINC01003	1764	48	40	2.749111248	2.963423312	2.85626728
ENSG00000261456.5	TUBB8	2981	1	0	0.033891257	0	0.016945629
ENSG00000261457.3	AC002519.2	1458	1	3	0.069293442	0.268903226	0.169098334
ENSG00000261459.1	AC002310.5	1515	33.5	37.17	2.233993126	3.206359474	2.7201763
ENSG00000261460.1	AC009690.2	3148	3	2	0.096280024	0.083028569	0.089654297
ENSG00000261461.1	UBE2MP1	550	31	16	5.694409071	3.801802707	4.748105889
ENSG00000261462.1	AC004023.1	1744	0	0	0	0	0
ENSG00000261465.6	AC099518.4	696	2	1	0.290315627	0.187768632	0.23904213
ENSG00000261466.2	AC136944.4	660	0	0	0	0	0
ENSG00000261467.2	AC099398.1	2776	0	0	0	0	0
ENSG00000261468.1	AC096921.2	1916	12	7	0.632754729	0.477457608	0.555106168
ENSG00000261469.1	AC020978.4	533	0	0	0	0	0
ENSG00000261471.1	AC092145.1	2434	0	0	0	0	0
ENSG00000261472.1	AC084064.1	419	0	0	0	0	0
ENSG00000261474.1	AC026471.4	449	1	2	0.225010776	0.582124579	0.403567678
ENSG00000261476.1	AC009163.3	852	4	2	0.47431849	0.30677692	0.390547705
ENSG00000261478.1	AC013391.3	1456	0	0	0	0	0
ENSG00000261480.1	GOLGA8M	557	0	0	0	0	0
ENSG00000261481.1	AC022167.4	498	0	1	0	0.262423631	0.131211815
ENSG00000261485.1	PAN3-AS1	1351	23	14	1.719975042	1.354269099	1.537122071
ENSG00000261487.1	AC135048.1	1630	17.5	7.5	1.084676179	0.601320405	0.842998292
ENSG00000261488.1	TBILA	1937	20	21	1.043157856	1.416843742	1.230000799
ENSG00000261490.1	AC005674.2	3510	19	20	0.546885165	0.744655089	0.645770127
ENSG00000261497.1	AC091304.4	620	1	0	0.162951352	0	0.081475676
ENSG00000261499.2	AC233699.1	1168	2	1	0.172996299	0.111889527	0.142442913
ENSG00000261501.1	AC079341.2	2266	1	0	0.044585101	0	0.02229255
ENSG00000261502.3	AC040174.1	3825	0	0	0	0	0
ENSG00000261504.1	LINC01686	1376	0	0	0	0	0
ENSG00000261505.1	AL031714.1	4489	2	1	0.04501218	0.029112713	0.037062447
ENSG00000261512.2	AC092368.3	1591	0	2	0	0.164282801	0.0821414
ENSG00000261513.1	AC009097.4	777	0	1	0	0.168194296	0.084097148
ENSG00000261514.1	LINC01976	434	0	0	0	0	0
ENSG00000261519.3	AC010542.4	1910	1	1	0.052895203	0.068422496	0.06065885
ENSG00000261520.5	DLGAP1-AS5	2878	0	0	0	0	0
ENSG00000261522.5	AL845331.3	2028	0	0	0	0	0
ENSG00000261526.2	AC012615.1	1299	38	15	2.955453316	1.509087391	2.232270354
ENSG00000261528.2	AC002400.1	726	0	0	0	0	0
ENSG00000261529.1	AC100774.1	1603	5	2	0.315127381	0.163052986	0.239090183
ENSG00000261532.1	AC009065.7	580	0	0	0	0	0
ENSG00000261534.1	AL596244.1	3779	3	0	0.080203629	0	0.040101815
ENSG00000261535.1	AC005086.1	801	0	0	0	0	0
ENSG00000261537.1	AC027279.2	793	0	0	0	0	0
ENSG00000261538.1	AC096996.2	426	0	0	0	0	0
ENSG00000261541.1	AC138915.3	4147	0	0	0	0	0
ENSG00000261542.1	AC011978.2	2054	4	5	0.196747494	0.318127965	0.25743773
ENSG00000261543.1	AC010931.3	554	0	0	0	0	0
ENSG00000261544.1	AC011939.2	428	0	0	0	0	0
ENSG00000261546.1	AC135782.3	2105	0	0	0	0	0
ENSG00000261548.1	HLA-P	747	0	0	0	0	0
ENSG00000261549.2	AC107954.1	727	10	14	1.389681408	2.516667886	1.953174647
ENSG00000261553.5	AL137782.1	4178	416.5	318.5	10.07154803	9.96261353	10.01708078
ENSG00000261555.1	AC025277.1	1655	0	1	0	0.078964935	0.039482468
ENSG00000261556.9	SMG1P7	4433	18	29	0.41022718	0.854933921	0.632580551
ENSG00000261557.1	EEF1A1P38	1389	5	5	0.363678324	0.47043545	0.417056887
ENSG00000261559.1	FSCN1P1	1481	8	10	0.545738492	0.882423822	0.714081157
ENSG00000261560.1	AC007216.3	1495	10	4	0.675784872	0.349664129	0.5127245
ENSG00000261570.1	AC073878.1	631	0	0	0	0	0
ENSG00000261572.1	AC097639.1	1891	22	17	1.175386803	1.174869623	1.175128213
ENSG00000261573.1	AL157402.2	416	0	0	0	0	0
ENSG00000261575.2	AC005829.1	674	1	0	0.149895903	0	0.074947951
ENSG00000261578.1	AP003119.3	4192	24	13	0.578415105	0.405279243	0.491847174
ENSG00000261582.1	AL121753.1	529	756.5	564.83	144.4783983	139.5386015	142.0084999
ENSG00000261583.1	AC012317.1	534	0	0	0	0	0
ENSG00000261584.1	AL513548.1	1724	0	0	0	0	0
ENSG00000261586.2	AC068987.4	2094	0	0	0	0	0
ENSG00000261587.2	TMEM249	2234	0.5	4	0.022611871	0.233996362	0.128304116
ENSG00000261588.1	AC093249.4	259	0	0	0	0	0
ENSG00000261592.1	AC010531.3	513	0	0	0	0	0
ENSG00000261594.3	TPBGL	2793	15	20	0.542587746	0.935817888	0.739202817
ENSG00000261595.1	AL603832.2	2125	0	0	0	0	0
ENSG00000261596.2	AC005632.2	828	2	4	0.244033426	0.63133801	0.437685718
ENSG00000261599.6	HERC2P8	5985	0	0	0	0	0
ENSG00000261600.1	AC233266.2	528	0	0	0	0	0
ENSG00000261602.1	AC092115.2	575	0	0	0	0	0
ENSG00000261603.2	PRSS46P	982	0	0	0	0	0
ENSG00000261604.1	AC114947.2	2497	0	0	0	0	0
ENSG00000261606.5	AC091230.1	6793	0	0	0	0	0
ENSG00000261609.6	GAN	15411	345	299.5	2.261715284	2.539792806	2.400754045
ENSG00000261610.1	AP000265.1	1782	1	0	0.056694634	0	0.028347317
ENSG00000261611.6	AC010547.4	4505	76	68.5	1.70438795	1.987138138	1.845763044
ENSG00000261612.1	SUB1P3	315	10	6	3.207296456	2.489275582	2.848286019
ENSG00000261613.2	AC093525.6	2001	0	0	0	0	0
ENSG00000261614.1	YBX3P1	1090	22	17	2.039134352	2.038237116	2.038685734
ENSG00000261615.6	LINC01858	2119	0	0	0	0	0
ENSG00000261616.1	AC036108.3	2677	0	0	0	0	0
ENSG00000261617.1	LINC02177	5298	0	0	0	0	0
ENSG00000261618.2	LINC02605	5219	0	0	0	0	0
ENSG00000261620.1	HMGN2P41	412	1	1	0.245218054	0.317201379	0.281209717
ENSG00000261624.1	NDUFB10P2	478	0	0	0	0	0
ENSG00000261625.1	AP003071.4	1284	0	0	0	0	0
ENSG00000261627.1	AP005205.1	508	2	4	0.397755269	1.029031245	0.713393257
ENSG00000261628.1	AC087481.2	330	1	2	0.306151025	0.792042231	0.549096628
ENSG00000261630.1	AC007496.2	547	0	0	0	0	0
ENSG00000261632.1	AC022872.1	781	1	0	0.129359588	0	0.064679794
ENSG00000261633.1	AC018552.3	556	0	1	0	0.235048504	0.117524252
ENSG00000261634.3	AC026992.2	4820	1	2	0.020960547	0.054226958	0.037593753
ENSG00000261635.2	AC103988.1	725	3	1	0.418054504	0.180257887	0.299156195
ENSG00000261641.2	AL031600.3	1124	0	0	0	0	0
ENSG00000261642.1	AL713866.1	3125	0	1	0	0.04181983	0.020909915
ENSG00000261644.2	AC007728.2	3409	6	8	0.177817257	0.30668693	0.242252094
ENSG00000261645.6	DISC1FP1	3175	0	0	0	0	0
ENSG00000261647.1	IMPDH1P11	1504	0	0	0	0	0
ENSG00000261648.1	AC106730.1	540	0	0	0	0	0
ENSG00000261649.6	GOLGA6L7	2965	0	0	0	0	0
ENSG00000261652.2	C15orf65	843	1	5	0.119845597	0.775130297	0.447487947
ENSG00000261653.1	AC092337.1	1129	0	0	0	0	0
ENSG00000261654.1	AL360270.2	5985	4	5	0.067522031	0.109178754	0.088350392
ENSG00000261655.1	AC100803.2	1963	0	0	0	0	0
ENSG00000261656.5	BEAN1-AS1	1037	0	0	0	0	0
ENSG00000261659.2	Z92544.2	3554	16	16	0.454833262	0.588348759	0.521591011
ENSG00000261663.1	AC009065.8	788	3	0	0.384631364	0	0.192315682
ENSG00000261664.5	TTC39A-AS1	1222	0	0	0	0	0
ENSG00000261665.2	TUBAP4	416	0	0	0	0	0
ENSG00000261668.1	AC093591.2	3843	0	4	0	0.136025988	0.068012994
ENSG00000261669.1	AC008731.1	579	0	0	0	0	0
ENSG00000261670.1	AC012213.2	4597	2	1	0.043954683	0.028428751	0.036191717
ENSG00000261671.1	AL158211.1	763	0	0	0	0	0
ENSG00000261673.1	AC009075.1	391	1	0	0.258388333	0	0.129194167
ENSG00000261675.1	AL022313.4	2046	0	1	0	0.063874373	0.031937187
ENSG00000261678.3	SCRT1	3980	5	4	0.126921907	0.131343686	0.129132797
ENSG00000261679.2	ATP5PDP1	485	0	0	0	0	0
ENSG00000261683.1	LINC00838	2936	0	0	0	0	0
ENSG00000261684.2	AC018362.1	3399	2	1	0.059446801	0.038448652	0.048947727
ENSG00000261687.1	AC068724.1	532	0	0	0	0	0
ENSG00000261691.1	Z97986.1	476	0	0	0	0	0
ENSG00000261692.1	AC092120.1	415	0	0	0	0	0
ENSG00000261693.1	AC134682.1	3377	0	0	0	0	0
ENSG00000261696.1	AL353732.1	1459	0	0	0	0	0
ENSG00000261697.5	AC010531.4	2424	1	0	0.041678976	0	0.020839488
ENSG00000261701.7	HPR	1924	3	0	0.157530933	0	0.078765466
ENSG00000261702.2	AC022254.1	235	0	0	0	0	0
ENSG00000261703.1	LINC02168	352	0	0	0	0	0
ENSG00000261706.1	LINC00165	824	0	0	0	0	0
ENSG00000261707.1	AC092134.1	800	0	0	0	0	0
ENSG00000261713.6	SSTR5-AS1	4022	59	41	1.482038902	1.332214244	1.407126573
ENSG00000261716.2	AC239868.1	6440	210	170	3.294451251	3.449811269	3.37213126
ENSG00000261717.5	AC009163.4	530	99	60	18.87161132	14.7947511	16.83318121
ENSG00000261722.1	AC092376.1	335	0	0	0	0	0
ENSG00000261723.1	AC008870.4	627	0	1	0	0.208432166	0.104216083
ENSG00000261728.1	AL138690.1	2243	0	0	0	0	0
ENSG00000261729.1	AL133383.1	901	0	0	0	0	0
ENSG00000261730.1	AL034346.1	1277	0	0	0	0	0
ENSG00000261731.2	AC074050.3	441	0	0	0	0	0
ENSG00000261732.1	AL031708.1	5326	251.5	184.5	4.770748094	4.52717717	4.648962632
ENSG00000261734.1	AC116096.1	2314	3	0	0.130980776	0	0.065490388
ENSG00000261736.1	AC002551.1	592	0	0	0	0	0
ENSG00000261737.1	AL049597.2	961	6	8	0.630779428	1.087924812	0.85935212
ENSG00000261739.2	GOLGA8S	4349	0	0	0	0	0
ENSG00000261740.6	BOLA2-SMG1P6	3417	9.83	5.17	0.290641882	0.197732404	0.244187143
ENSG00000261742.5	LINC00922	2089	0	0	0	0	0
ENSG00000261743.1	AC138305.2	556	0	1	0	0.235048504	0.117524252
ENSG00000261744.1	AC116552.1	733	0	0	0	0	0
ENSG00000261748.1	AC098965.1	967	0	1	0	0.135146813	0.067573406
ENSG00000261751.1	AC007603.1	2085	0	0	0	0	0
ENSG00000261752.1	AGGF1P8	1000	0	0	0	0	0
ENSG00000261754.2	AC008555.1	2757	1	1	0.036644845	0.047401875	0.04202336
ENSG00000261757.1	AC005592.1	1640	0	0	0	0	0
