gene_id	gene_name	length	SARSCOV2_1	SARSCOV2_2	SARSCOV2_3	RPKM_1	RPKM_2	RPKM_3	Expr
ENSCSAG00000015005	KCNB1	108560	0	0	0	0	0	0	0
ENSCSAG00000004064	KCNC2	165857	0	0	0	0	0	0	0
ENSCSAG00000000374	KCNF1	1485	0	0	0	0	0	0	0
ENSCSAG00000018249	KCNG2	39669	0	0	0	0	0	0	0
ENSCSAG00000008472	KCNJ6	201144	0	0	0	0	0	0	0
ENSCSAG00000015733	KCNU1	133957	0	0	0	0	0	0	0
ENSCSAG00000003292	KDM4E	1553	0	0	0	0	0	0	0
ENSCSAG00000005316	KIAA1549L	123536	0	0	0	0	0	0	0
ENSCSAG00000002248	KIRREL3	135698	0	0	0	0	0	0	0
ENSCSAG00000017780	KPNA7	31349	0	0	0	0	0	0	0
ENSCSAG00000002987	KRT15	5218	0	0	0	0	0	0	0
ENSCSAG00000002967	KRT35	4028	0	0	0	0	0	0	0
ENSCSAG00000005665	KRT72	15462	0	0	0	0	0	0	0
ENSCSAG00000005655	KRT73	10241	0	0	0	0	0	0	0
ENSCSAG00000001337	L1TD1	4794	0	0	0	0	0	0	0
ENSCSAG00000000917	LACTBL1	16170	0	0	0	0	0	0	0
ENSCSAG00000006263	LALBA	2061	0	0	0	0	0	0	0
ENSCSAG00000001312	LEXM	11088	0	0	0	0	0	0	0
ENSCSAG00000015739	LHX3	5793	0	0	0	0	0	0	0
ENSCSAG00000014284	LMAN1L	12321	0	0	0	0	0	0	0
ENSCSAG00000004979	LNX1	100259	0	0	0	0	0	0	0
ENSCSAG00000003741	LUM	9289	0	0	0	0	0	0	0
ENSCSAG00000013507	LY96	38334	0	0	0	0	0	0	0
ENSCSAG00000017413	MAL	26979	0	0	0	0	0	0	0
ENSCSAG00000004343	MAPK10	164669	0	0	0	0	0	0	0
ENSCSAG00000017263	MARCHF11	114104	0	0	0	0	0	0	0
ENSCSAG00000018831	MBD3L1	582	0	0	0	0	0	0	0
ENSCSAG00000014637	MCHR2	28701	0	0	0	0	0	0	0
ENSCSAG00000001423	MCOLN3	27711	0	0	0	0	0	0	0
ENSCSAG00000017877	MEP1B	32202	0	0	0	0	0	0	0
ENSCSAG00000002497	MFRP	4954	0	0	0	0	0	0	0
ENSCSAG00000008345	MFSD2B	12833	0	0	0	0	0	0	0
ENSCSAG00000017648	MMD2	51603	0	0	0	0	0	0	0
ENSCSAG00000005282	MMP2	26651	0	0	0	0	0	0	0
ENSCSAG00000003213	MMP27	14611	0	0	0	0	0	0	0
ENSCSAG00000018017	MOGAT3	5381	0	0	0	0	0	0	0
ENSCSAG00000018959	MRGPRG	870	0	0	0	0	0	0	0
ENSCSAG00000011588	MROH9	41331	0	0	0	0	0	0	0
ENSCSAG00000009496	MSX2	5885	0	0	0	0	0	0	0
ENSCSAG00000005109	MT1A	62710	0	0	0	0	0	0	0
ENSCSAG00000003356	MYBPC1	100524	0	0	0	0	0	0	0
ENSCSAG00000001544	MYBPHL	11244	0	0	0	0	0	0	0
ENSCSAG00000009440	MYH1	51605	0	0	0	0	0	0	0
ENSCSAG00000008043	MYH11	153695	0	0	0	0	0	0	0
ENSCSAG00000010037	MYH8	29539	0	0	0	0	0	0	0
ENSCSAG00000010005	MYL9	8757	0	0	0	0	0	0	0
ENSCSAG00000002767	MYO1H	53382	0	0	0	0	0	0	0
ENSCSAG00000003482	NAGS	3986	0	0	0	0	0	0	0
ENSCSAG00000018521	NAT2	873	0	0	0	0	0	0	0
ENSCSAG00000005190	NCAN	25940	0	0	0	0	0	0	0
ENSCSAG00000015064	NID2	78945	0	0	0	0	0	0	0
ENSCSAG00000012009	NINJ2	945	0	0	0	0	0	0	0
ENSCSAG00000011541	NLRC4	31039	0	0	0	0	0	0	0
ENSCSAG00000001707	NLRP11	34326	0	0	0	0	0	0	0
ENSCSAG00000002321	NOS1	48750	0	0	0	0	0	0	0
ENSCSAG00000011095	NPW	718	0	0	0	0	0	0	0
ENSCSAG00000014088	NPY	6598	0	0	0	0	0	0	0
ENSCSAG00000002676	NR1I3	11751	0	0	0	0	0	0	0
ENSCSAG00000013721	NR2E3	6093	0	0	0	0	0	0	0
ENSCSAG00000005102	NRAP	41221	0	0	0	0	0	0	0
ENSCSAG00000007350	NRN1	9212	0	0	0	0	0	0	0
ENSCSAG00000019644	NTF4	633	0	0	0	0	0	0	0
ENSCSAG00000007484	NTRK2	140918	0	0	0	0	0	0	0
ENSCSAG00000016088	NTSR1	51946	0	0	0	0	0	0	0
ENSCSAG00000007519	NTSR2	11925	0	0	0	0	0	0	0
ENSCSAG00000012929	OLAH	15995	0	0	0	0	0	0	0
ENSCSAG00000004394	OLFML1	24326	0	0	0	0	0	0	0
ENSCSAG00000006138	OOSP1	7158	0	0	0	0	0	0	0
ENSCSAG00000018490	OR10H2	948	0	0	0	0	0	0	0
ENSCSAG00000019517	OR2A25	933	0	0	0	0	0	0	0
ENSCSAG00000019386	OR2AJ1	981	0	0	0	0	0	0	0
ENSCSAG00000000621	OR2AT4	963	0	0	0	0	0	0	0
ENSCSAG00000019363	OR52M1	951	0	0	0	0	0	0	0
ENSCSAG00000006018	OR5B3	1131	0	0	0	0	0	0	0
ENSCSAG00000005997	OR5K1	1564	0	0	0	0	0	0	0
ENSCSAG00000004647	OTOP3	14050	0	0	0	0	0	0	0
ENSCSAG00000000109	OTUD6A	867	0	0	0	0	0	0	0
ENSCSAG00000007998	OVOL1	8598	0	0	0	0	0	0	0
ENSCSAG00000004257	OVOL3	2643	0	0	0	0	0	0	0
ENSCSAG00000002385	PANX3	8395	0	0	0	0	0	0	0
ENSCSAG00000010751	PAX5	192049	0	0	0	0	0	0	0
ENSCSAG00000011663	PCSK2	255605	0	0	0	0	0	0	0
ENSCSAG00000014552	PENK	5956	0	0	0	0	0	0	0
ENSCSAG00000010421	PIWIL3	39178	0	0	0	0	0	0	0
ENSCSAG00000013888	PKP1	46191	0	0	0	0	0	0	0
ENSCSAG00000008467	PLA2G4F	15789	0	0	0	0	0	0	0
ENSCSAG00000000887	PLA2G5	23057	0	0	0	0	0	0	0
ENSCSAG00000007432	PLCB2	19521	0	0	0	0	0	0	0
ENSCSAG00000009675	PLD4	6342	0	0	0	0	0	0	0
ENSCSAG00000011175	PLPPR1	296079	0	0	0	0	0	0	0
ENSCSAG00000011381	PLSCR2	17788	0	0	0	0	0	0	0
ENSCSAG00000013262	PMP2	7040	0	0	0	0	0	0	0
ENSCSAG00000006923	PNCK	3440	0	0	0	0	0	0	0
ENSCSAG00000014783	PPDPFL	7068	0	0	0	0	0	0	0
ENSCSAG00000004678	PPEF2	35109	0	0	0	0	0	0	0
ENSCSAG00000014815	PPP1R17	21365	0	0	0	0	0	0	0
ENSCSAG00000011088	PPP1R3A	39799	0	0	0	0	0	0	0
ENSCSAG00000000815	PRAMEF12	2729	0	0	0	0	0	0	0
ENSCSAG00000016837	PROC	10255	0	0	0	0	0	0	0
ENSCSAG00000019606	PRR15	390	0	0	0	0	0	0	0
ENSCSAG00000014614	PRRX2	55657	0	0	0	0	0	0	0
ENSCSAG00000012422	PTF1A	1402	0	0	0	0	0	0	0
ENSCSAG00000010012	PTH2R	67251	0	0	0	0	0	0	0
ENSCSAG00000001636	PTPN22	62745	0	0	0	0	0	0	0
ENSCSAG00000005069	PTPN5	45663	0	0	0	0	0	0	0
ENSCSAG00000008349	PTPRO	102882	0	0	0	0	0	0	0
ENSCSAG00000004054	RASGRP4	16915	0	0	0	0	0	0	0
ENSCSAG00000018169	RAX	4156	0	0	0	0	0	0	0
ENSCSAG00000010944	RAX2	1105	0	0	0	0	0	0	0
ENSCSAG00000016058	RBBP8NL	8346	0	0	0	0	0	0	0
ENSCSAG00000003263	RBM46	32764	0	0	0	0	0	0	0
ENSCSAG00000011158	RBP2	24081	0	0	0	0	0	0	0
ENSCSAG00000000775	RBP7	23088	0	0	0	0	0	0	0
ENSCSAG00000010941	RCSD1	73611	0	0	0	0	0	0	0
ENSCSAG00000015875	REG3A	2843	0	0	0	0	0	0	0
ENSCSAG00000012525	RGS8	42761	0	0	0	0	0	0	0
ENSCSAG00000012820	RHAG	29442	0	0	0	0	0	0	0
ENSCSAG00000002135	RHBG	17192	0	0	0	0	0	0	0
ENSCSAG00000014013	RHOJ	106410	0	0	0	0	0	0	0
ENSCSAG00000004439	RIC3	58310	0	0	0	0	0	0	0
ENSCSAG00000000341	RNASE8	465	0	0	0	0	0	0	0
ENSCSAG00000000472	RNF183	579	0	0	0	0	0	0	0
ENSCSAG00000000735	RNF207	11264	0	0	0	0	0	0	0
ENSCSAG00000019217	RNF225	921	0	0	0	0	0	0	0
ENSCSAG00000014719	RS1	28850	0	0	0	0	0	0	0
ENSCSAG00000010537	RSPO4	7706	0	0	0	0	0	0	0
ENSCSAG00000009160	RTP2	3647	0	0	0	0	0	0	0
ENSCSAG00000004493	SBSN	4784	0	0	0	0	0	0	0
ENSCSAG00000015956	SCARA5	121981	0	0	0	0	0	0	0
ENSCSAG00000012129	SCGB3A2	3235	0	0	0	0	0	0	0
ENSCSAG00000016598	SCTR	50099	0	0	0	0	0	0	0
ENSCSAG00000007059	SDR42E2	27277	0	0	0	0	0	0	0
ENSCSAG00000005002	SDR9C7	10293	0	0	0	0	0	0	0
ENSCSAG00000010345	SEMA6D	14537	0	0	0	0	0	0	0
ENSCSAG00000010903	SERPINA9	6999	0	0	0	0	0	0	0
ENSCSAG00000007207	SERPINB9	13244	0	0	0	0	0	0	0
ENSCSAG00000013260	SERPIND1	10306	0	0	0	0	0	0	0
ENSCSAG00000018048	SGCG	80108	0	0	0	0	0	0	0
ENSCSAG00000018329	SH2D1A	26589	0	0	0	0	0	0	0
ENSCSAG00000009225	SH2D3A	8169	0	0	0	0	0	0	0
ENSCSAG00000005409	SHISAL1	77244	0	0	0	0	0	0	0
ENSCSAG00000014178	SIX6	5302	0	0	0	0	0	0	0
ENSCSAG00000018012	SKOR2	29550	0	0	0	0	0	0	0
ENSCSAG00000017179	SLC10A4	6489	0	0	0	0	0	0	0
ENSCSAG00000012439	SLC13A5	27461	0	0	0	0	0	0	0
ENSCSAG00000016697	SLC18A1	35031	0	0	0	0	0	0	0
ENSCSAG00000018420	SLC18A3	1599	0	0	0	0	0	0	0
ENSCSAG00000001286	SLC1A7	52202	0	0	0	0	0	0	0
ENSCSAG00000006803	SLC22A6	7214	0	0	0	0	0	0	0
ENSCSAG00000011701	SLC22A7	8565	0	0	0	0	0	0	0
ENSCSAG00000000485	SLC25A2	906	0	0	0	0	0	0	0
ENSCSAG00000001878	SLC27A3	4713	0	0	0	0	0	0	0
ENSCSAG00000007516	SLC28A3	36445	0	0	0	0	0	0	0
ENSCSAG00000007956	SLC5A10	68692	0	0	0	0	0	0	0
ENSCSAG00000013018	SLC8A3	139521	0	0	0	0	0	0	0
ENSCSAG00000008032	SLCO1C1	56916	0	0	0	0	0	0	0
ENSCSAG00000000228	SLITRK6	2523	0	0	0	0	0	0	0
ENSCSAG00000008608	SMCO1	6421	0	0	0	0	0	0	0
ENSCSAG00000008959	SMIM22	1136	0	0	0	0	0	0	0
ENSCSAG00000000496	SMIM33	396	0	0	0	0	0	0	0
ENSCSAG00000016375	SMYD1	44510	0	0	0	0	0	0	0
ENSCSAG00000019694	SOD3	723	0	0	0	0	0	0	0
ENSCSAG00000013427	SOSTDC1	5015	0	0	0	0	0	0	0
ENSCSAG00000019471	SOWAHD	948	0	0	0	0	0	0	0
ENSCSAG00000013600	SP8	2492	0	0	0	0	0	0	0
ENSCSAG00000007061	SPHKAP	191585	0	0	0	0	0	0	0
ENSCSAG00000011916	SPINK13	16605	0	0	0	0	0	0	0
ENSCSAG00000011911	SPINK7	3198	0	0	0	0	0	0	0
ENSCSAG00000007595	SPINT1	15583	0	0	0	0	0	0	0
ENSCSAG00000006237	SPP2	24527	0	0	0	0	0	0	0
ENSCSAG00000002300	SRRM4	171000	0	0	0	0	0	0	0
ENSCSAG00000013387	SSX1	8439	0	0	0	0	0	0	0
ENSCSAG00000002836	SULT2B1	42633	0	0	0	0	0	0	0
ENSCSAG00000015376	SV2C	243007	0	0	0	0	0	0	0
ENSCSAG00000001672	SYCP1	110691	0	0	0	0	0	0	0
ENSCSAG00000008254	SYN3	82096	0	0	0	0	0	0	0
ENSCSAG00000005124	TAFA5	174078	0	0	0	0	0	0	0
ENSCSAG00000000871	TAS1R2	21669	0	0	0	0	0	0	0
ENSCSAG00000019134	TAS2R16	873	0	0	0	0	0	0	0
ENSCSAG00000019151	TAS2R4	897	0	0	0	0	0	0	0
ENSCSAG00000019152	TAS2R5	900	0	0	0	0	0	0	0
ENSCSAG00000002587	TBX21	12880	0	0	0	0	0	0	0
ENSCSAG00000009892	TCP11	6090	0	0	0	0	0	0	0
ENSCSAG00000012216	TDRD5	92160	0	0	0	0	0	0	0
ENSCSAG00000012352	TEKT1	25704	0	0	0	0	0	0	0
ENSCSAG00000011589	TEX11	174070	0	0	0	0	0	0	0
ENSCSAG00000015819	TEX15	44212	0	0	0	0	0	0	0
ENSCSAG00000014492	TEX43	4724	0	0	0	0	0	0	0
ENSCSAG00000018787	TEX44	1188	0	0	0	0	0	0	0
ENSCSAG00000000918	TEX46	3145	0	0	0	0	0	0	0
ENSCSAG00000006936	TIGIT	14622	0	0	0	0	0	0	0
ENSCSAG00000005535	TLX1	5395	0	0	0	0	0	0	0
ENSCSAG00000015661	TLX2	1383	0	0	0	0	0	0	0
ENSCSAG00000000547	TMEM100	405	0	0	0	0	0	0	0
ENSCSAG00000001960	TMEM132C	89739	0	0	0	0	0	0	0
ENSCSAG00000000446	TMEM215	708	0	0	0	0	0	0	0
ENSCSAG00000005357	TMEM92	4825	0	0	0	0	0	0	0
ENSCSAG00000013998	TNNI1	4938	0	0	0	0	0	0	0
ENSCSAG00000014375	TOX	151077	0	0	0	0	0	0	0
ENSCSAG00000014382	TP53TG5	4347	0	0	0	0	0	0	0
ENSCSAG00000007864	TRBV5-1	5772	0	0	0	0	0	0	0
ENSCSAG00000008129	TRIM10	6856	0	0	0	0	0	0	0
ENSCSAG00000011184	TRIM42	12896	0	0	0	0	0	0	0
ENSCSAG00000003587	TRIM77	7717	0	0	0	0	0	0	0
ENSCSAG00000011688	TSHR	76209	0	0	0	0	0	0	0
ENSCSAG00000002454	TSKS	23749	0	0	0	0	0	0	0
ENSCSAG00000005584	TSPAN18	23521	0	0	0	0	0	0	0
ENSCSAG00000007591	TSPEAR	66173	0	0	0	0	0	0	0
ENSCSAG00000011170	TSPO2	1139	0	0	0	0	0	0	0
ENSCSAG00000002156	TTC24	6190	0	0	0	0	0	0	0
ENSCSAG00000014286	TTPA	27633	0	0	0	0	0	0	0
ENSCSAG00000017039	UGT3A2	30076	0	0	0	0	0	0	0
ENSCSAG00000011584	UNC13C	389664	0	0	0	0	0	0	0
ENSCSAG00000002559	UPK2	1879	0	0	0	0	0	0	0
ENSCSAG00000018316	UTY	219444	0	0	0	0	0	0	0
ENSCSAG00000019573	VRTN	2109	0	0	0	0	0	0	0
ENSCSAG00000002377	VSIG2	4523	0	0	0	0	0	0	0
ENSCSAG00000004872	VSTM2B	4269	0	0	0	0	0	0	0
ENSCSAG00000010339	WDFY4	189625	0	0	0	0	0	0	0
ENSCSAG00000011567	WDR72	205110	0	0	0	0	0	0	0
ENSCSAG00000006612	WDR86	27724	0	0	0	0	0	0	0
ENSCSAG00000008117	WEE2	20742	0	0	0	0	0	0	0
ENSCSAG00000010887	WNT2	46586	0	0	0	0	0	0	0
ENSCSAG00000005607	WNT8B	22444	0	0	0	0	0	0	0
ENSCSAG00000015670	XG	118752	0	0	0	0	0	0	0
ENSCSAG00000014789	XIRP1	9398	0	0	0	0	0	0	0
ENSCSAG00000018309	XKR3	28113	0	0	0	0	0	0	0
ENSCSAG00000017921	ZAR1L	7991	0	0	0	0	0	0	0
ENSCSAG00000011409	ZIC1	3516	0	0	0	0	0	0	0
ENSCSAG00000016594	ZNF502	4182	0	0	0	0	0	0	0
ENSCSAG00000019661	ZNF587B	753	0	0	0	0	0	0	0
ENSCSAG00000000974	ZNF683	5796	0	0	0	0	0	0	0
ENSCSAG00000007521	RAC2	19485	0	2	0	0	0.017167382	0	0.005722461
ENSCSAG00000002308	FEZ1	50861	1	0	0	0.003400347	0	0	0.001133449
ENSCSAG00000010459	IL12B	14284	1	0	0	0.012107605	0	0	0.004035868
ENSCSAG00000006351	SAG	38894	1	0	0	0.004446574	0	0	0.001482191
ENSCSAG00000018655	ACKR2	1155	0	1	0	0	0.144807986	0	0.048269329
ENSCSAG00000005263	CCDC73	99053	0	1	0	0	0.001688523	0	0.000562841
ENSCSAG00000010375	CD72	5332	0	1	0	0	0.031367821	0	0.01045594
ENSCSAG00000011149	F5	72495	0	1	0	0	0.0023071	0	0.000769033
ENSCSAG00000001364	IL12RB2	77064	0	1	0	0	0.002170316	0	0.000723439
ENSCSAG00000016257	PKIB	120070	0	1	0	0	0.001392964	0	0.000464321
ENSCSAG00000004552	HMX3	1687	0	0	1	0	0	0.090593058	0.030197686
ENSCSAG00000010170	LEP	13692	0	0	1	0	0	0.011162028	0.003720676
ENSCSAG00000001920	NLRP12	26206	0	0	1	0	0	0.005831889	0.001943963
ENSCSAG00000009099	OLR1	14622	0	0	1	0	0	0.010452092	0.003484031
ENSCSAG00000005736	PDCD1	7535	0	0	1	0	0	0.020282746	0.006760915
ENSCSAG00000012285	PLAC8L1	20288	0	0	1	0	0	0.007533049	0.002511016
ENSCSAG00000003316	ZNF229	16451	0	0	1	0	0	0.009290043	0.003096681
ENSCSAG00000008161	RORB	187173	2	2	2	0.00184797	0.001787151	0.00163304	0.001756054
ENSCSAG00000010658	RGS4	8988	1	0	2	0.01924177	0	0.034007675	0.017749815
ENSCSAG00000014291	MYOG	2151	0	4	0	0	0.311024126	0	0.103674709
ENSCSAG00000011004	DDTL	5430	3	3	2	0.095549742	0.092405096	0.056291156	0.081415331
ENSCSAG00000006243	MMP28	31509	1	2	1	0.00548875	0.010616219	0.004850376	0.006985115
ENSCSAG00000012031	KCNAB1	246112	1	3	2	0.000702709	0.002038745	0.001241959	0.001327804
ENSCSAG00000005046	LDHAL6A	22671	0	1	2	0	0.007377408	0.013482466	0.006953291
ENSCSAG00000011631	WNT5B	16055	0	1	2	0	0.010417516	0.019038367	0.009818628
ENSCSAG00000011636	SLC6A7	20375	1	3	2	0.0084881	0.024626242	0.015001766	0.016038702
ENSCSAG00000015822	C7orf57	17656	1	5	1	0.009795256	0.047364415	0.008656009	0.02193856
ENSCSAG00000012893	SLC4A9	16206	6	0	2	0.064030001	0	0.018860976	0.027630326
ENSCSAG00000000944	NCMAP	7953	0	0	3	0	0	0.057650128	0.019216709
ENSCSAG00000008856	KLRC1	6799	1	2	3	0.025436834	0.04919936	0.067435133	0.047357109
ENSCSAG00000006077	RASAL3	10069	0	1	1	0	0.016610708	0.015178319	0.010596342
ENSCSAG00000002521	HOXB9	3369	2	2	3	0.102668467	0.099289536	0.136091264	0.112683089
ENSCSAG00000002152	LRRC43	25210	1	0	1	0.006860176	0	0.006062296	0.004307491
ENSCSAG00000014839	PLPP7	17316	1	0	1	0.009987586	0	0.00882597	0.006271185
ENSCSAG00000002501	RCN3	13010	1	2	0	0.013293238	0.025711487	0	0.013001575
ENSCSAG00000012668	WFIKKN1	6225	1	1	5	0.027782335	0.026867988	0.122755413	0.059135245
ENSCSAG00000000296	SMIM10	249	2	1	1	1.389116727	0.671699694	0.613777066	0.891531162
ENSCSAG00000010290	C15orf48	2740	6	1	1	0.37871175	0.061041323	0.055777551	0.165176874
ENSCSAG00000000518	SPRY3	867	1	2	1	0.199475239	0.385820585	0.176275074	0.253856966
ENSCSAG00000011740	SPEM1	1217	0	2	1	0	0.274861502	0.125579696	0.133480399
ENSCSAG00000005460	ELOVL3	3009	1	0	2	0.057475916	0	0.101582246	0.053019388
ENSCSAG00000016059	SLC35F1	164632	1	2	3	0.001050495	0.002031843	0.002784947	0.001955762
ENSCSAG00000018945	HRK	276	0	0	2	0	0	1.107467315	0.369155772
ENSCSAG00000004865	ADGRG3	21287	0	3	3	0	0.023571178	0.021538567	0.015036582
ENSCSAG00000019404	RPL10L	645	1	4	3	0.268131833	1.037229294	0.710839486	0.672066871
ENSCSAG00000008525	ATP6V1G2	5065	2	1	3	0.06829024	0.033021367	0.090521514	0.063944374
ENSCSAG00000006843	PLAAT2	12080	0	3	2	0	0.041536397	0.025303061	0.022279819
ENSCSAG00000015743	COCH	15965	0	0	2	0	0	0.019145692	0.006381897
ENSCSAG00000012976	IL17RB	19385	2	0	3	0.017843181	0	0.023651868	0.013831683
ENSCSAG00000018883	SOX2	960	6	1	0	1.080906453	0.174222108	0	0.418376187
ENSCSAG00000002607	CD244	15870	3	0	0	0.032692823	0	0	0.010897608
ENSCSAG00000006670	B3GNT7	1402	4	1	2	0.493423773	0.119296165	0.218017817	0.276912585
ENSCSAG00000015615	OLFM1	32607	2	0	1	0.010607847	0	0.004687045	0.005098297
ENSCSAG00000010511	KLHL38	9714	1	2	1	0.017803689	0.0344355	0.015733013	0.022657401
ENSCSAG00000004545	LGI4	9780	0	1	3	0	0.017101557	0.046880518	0.021327358
ENSCSAG00000006112	PRRT2	2463	1	0	1	0.070217228	0	0.062050544	0.044089257
ENSCSAG00000013686	ANGPTL2	36925	0	4	2	0	0.018118156	0.008277887	0.008798681
ENSCSAG00000015466	DDO	23734	2	2	3	0.01457361	0.014093977	0.019317918	0.015995168
ENSCSAG00000016925	IL20RA	45285	3	1	4	0.011457107	0.003693347	0.013499436	0.009549963
ENSCSAG00000005763	MEI1	99216	1	2	2	0.001743116	0.003371497	0.003080763	0.002731792
ENSCSAG00000017997	ATP8A2	575354	2	2	0	0.000601178	0.000581392	0	0.00039419
ENSCSAG00000015970	KCNJ3	159120	1	1	2	0.001086884	0.001051114	0.001920946	0.001352981
ENSCSAG00000007436	F9	32727	0	0	3	0	0	0.014009578	0.004669859
ENSCSAG00000009212	GAL3ST1	2786	2	0	2	0.124152931	0	0.109713201	0.077955377
ENSCSAG00000018586	GJB2	681	1	1	2	0.253957463	0.245599447	0.448841379	0.316132763
ENSCSAG00000005444	MYCBPAP	23415	1	2	3	0.007386079	0.01428599	0.019581101	0.013751056
ENSCSAG00000006646	CHP2	4263	1	5	2	0.040568856	0.196168454	0.07170091	0.10281274
ENSCSAG00000011699	FASLG	6835	3	3	2	0.075908573	0.07341034	0.044719968	0.064679627
ENSCSAG00000010906	DUSP27	38959	1	1	2	0.004439155	0.004293057	0.007845709	0.005525974
ENSCSAG00000012346	ARHGEF33	76773	1	1	3	0.00225268	0.002178542	0.005972041	0.003467754
ENSCSAG00000010011	CRYBA4	7841	0	0	2	0	0	0.038982398	0.012994133
ENSCSAG00000006876	GIMAP6	7145	1	3	0	0.024205043	0.070225286	0	0.031476776
ENSCSAG00000005501	KCNIP2	17910	4	1	0	0.038625356	0.009338538	0	0.015987965
ENSCSAG00000006854	ARHGAP4	20265	0	1	5	0	0.008253305	0.037707991	0.015320432
ENSCSAG00000013076	GALNT16	96765	3	3	2	0.005361805	0.005185343	0.003158797	0.004568648
ENSCSAG00000015587	GCK	15949	0	1	4	0	0.010486753	0.038329799	0.016272184
ENSCSAG00000015297	KCNH1	430111	2	3	1	0.000804188	0.001166582	0.000355328	0.000775366
ENSCSAG00000016676	DOK2	4966	1	2	2	0.034825822	0.067359333	0.061550741	0.054578632
ENSCSAG00000000863	PADI3	36429	1	0	0	0.004747455	0	0	0.001582485
ENSCSAG00000003477	PPY	731	1	0	0	0.236586912	0	0	0.078862304
ENSCSAG00000019421	ANKRD34B	1542	0	1	0	0	0.108465126	0	0.036155042
ENSCSAG00000009993	C16orf90	1592	0	1	0	0	0.105058558	0	0.035019519
ENSCSAG00000016770	MTMR7	110948	0	1	0	0	0.001507492	0	0.000502497
ENSCSAG00000006669	ZNF442	7915	0	1	0	0	0.021131172	0	0.007043724
ENSCSAG00000006548	ECEL1	7006	0	0	1	0	0	0.021814229	0.00727141
ENSCSAG00000015382	FAM9A	7600	0	0	1	0	0	0.020109275	0.006703092
ENSCSAG00000008903	TMPRSS15	130483	0	0	1	0	0	0.001171267	0.000390422
ENSCSAG00000011419	NLGN3	26283	2	2	1	0.01316022	0.012727103	0.005814804	0.010567376
ENSCSAG00000016806	FBLN7	47371	0	2	0	0	0.007061418	0	0.002353806
ENSCSAG00000003503	ASB16	11188	0	2	2	0	0.029898681	0.027320431	0.019073037
ENSCSAG00000015997	TSSK4	2225	3	2	3	0.233184314	0.150339976	0.206063581	0.19652929
ENSCSAG00000014673	TMEM266	68632	1	3	3	0.002519889	0.007310871	0.006680433	0.005503731
ENSCSAG00000005405	ZNF423	343305	1	1	1	0.000503765	0.000487186	0.000445174	0.000478708
ENSCSAG00000016336	DDX4	71476	2	1	1	0.004839248	0.002339991	0.002138207	0.003105815
ENSCSAG00000016312	HEY2	12500	3	0	3	0.041506808	0	0.036679317	0.026062042
ENSCSAG00000009688	ACER1	5956	3	0	3	0.087111333	0	0.076979763	0.054697032
ENSCSAG00000001958	ZNF468	9784	3	0	3	0.053028935	0	0.046861352	0.033296762
ENSCSAG00000009945	GABRP	26314	1	0	2	0.006572358	0	0.011615907	0.006062755
ENSCSAG00000001956	ZNF320	24395	4	0	2	0.028357456	0	0.012529657	0.013629037
ENSCSAG00000016844	MERTK	99555	3	0	0	0.005211542	0	0	0.001737181
ENSCSAG00000016875	CERS3	44797	0	1	2	0	0.003733581	0.006823247	0.003518943
ENSCSAG00000013621	PAK5	306742	1	1	0	0.000563813	0.000545257	0	0.00036969
ENSCSAG00000007377	CSTA	17255	0	2	0	0	0.019386059	0	0.00646202
ENSCSAG00000010088	MEFV	10493	2	1	2	0.032963887	0.015939505	0.029129989	0.026011127
ENSCSAG00000010595	SPAG8	7222	3	2	2	0.071840916	0.046317702	0.042323592	0.05349407
ENSCSAG00000008580	CARNS1	7175	1	1	2	0.024103837	0.023310554	0.042600833	0.030005075
ENSCSAG00000000534	KCNJ16	1257	1	2	0	0.137585547	0.266114914	0	0.13456682
ENSCSAG00000011394	XDH	78569	1	2	0	0.002201187	0.004257486	0	0.002152891
ENSCSAG00000005239	MPPED2	179836	0	3	4	0	0.002790096	0.00339933	0.002063142
ENSCSAG00000004008	MILR1	17409	2	4	1	0.019868463	0.03842914	0.008778821	0.022358808
ENSCSAG00000001567	CD53	32469	0	1	2	0	0.005151166	0.009413933	0.004855033
ENSCSAG00000012759	PDE1A	54713	2	1	3	0.006321899	0.003056919	0.008379937	0.005919585
ENSCSAG00000006090	RAMP1	57898	1	1	4	0.002987064	0.002888756	0.010558602	0.005478141
ENSCSAG00000005185	TMC8	13153	1	1	1	0.013148714	0.012715975	0.01161944	0.01249471
ENSCSAG00000011711	TNFSF18	12175	1	0	1	0.014204931	0	0.012552812	0.008919248
ENSCSAG00000004104	APOH	21921	0	1	1	0	0.007629817	0.006971876	0.004867231
ENSCSAG00000004610	RRAD	3206	2	1	3	0.107888355	0.052168816	0.143010439	0.101022537
ENSCSAG00000003272	FGB	8180	2	2	3	0.042284849	0.040893209	0.056050302	0.046409453
ENSCSAG00000011376	PLSCR4	29804	1	1	5	0.005802746	0.005611771	0.025639258	0.012351258
ENSCSAG00000005886	ROBO1	140329	2	1	4	0.002464851	0.001191865	0.004356348	0.002671021
ENSCSAG00000013645	ZNF157	3400	1	4	0	0.050866186	0.196768498	0	0.082544895
ENSCSAG00000000237	KIAA0040	291	1	1	6	0.594312827	0.574753346	3.151144112	1.440070095
ENSCSAG00000014414	PTCHD1	59462	1	0	2	0.002908497	0	0.005140442	0.00268298
ENSCSAG00000003598	CCDC38	48265	0	1	1	0	0.003465311	0.003166487	0.002210599
